Player,tgt_per_game,tgt_pct_per_game
Cobi Hamilton 2017,2.5455,0.07
Cobi Hamilton 2018,2.0,0.084
Coby Fleener 2014,5.4375,0.145
Coby Fleener 2015,5.75,0.1451
Coby Fleener 2016,5.25,0.1393
Coby Fleener 2017,5.125,0.1209
Coby Fleener 2018,2.7273,0.0764
Cody Core 2017,3.375,0.1045
Cody Core 2018,0.3077,0.0104
Cody Core 2019,2.0,0.068
Cody Latimer 2015,0.5,0.0127
Cody Latimer 2016,0.8571,0.0232
Cody Latimer 2017,1.25,0.0398
Cody Latimer 2018,2.8182,0.0871
Cody Latimer 2019,2.6667,0.0694
Cole Beasley 2014,3.8571,0.1098
Cole Beasley 2015,3.0625,0.1017
Cole Beasley 2016,4.6875,0.1403
Cole Beasley 2017,6.125,0.2081
Cole Beasley 2018,4.2,0.1363
Cole Beasley 2019,5.375,0.1731
Cole Hikutini 2018,0.75,0.0205
Cole Wick 2017,0.5,0.0133
Cole Wick 2019,0.2,0.0037
Collin Mooney 2014,0.5,0.0156
Connor Hamlett 2017,0.3333,0.0095
Cooper Helfet 2015,2.6667,0.0952
Cooper Helfet 2016,1.5714,0.0505
Cooper Kupp 2018,6.2667,0.1949
Cooper Kupp 2019,7.0,0.207
Cordarrelle Patterson 2014,4.8125,0.1579
Cordarrelle Patterson 2015,4.1875,0.1245
Cordarrelle Patterson 2016,0.125,0.0035
Cordarrelle Patterson 2017,4.375,0.121
Cordarrelle Patterson 2018,2.625,0.0744
Cordarrelle Patterson 2019,1.8667,0.0553
Corey Brown 2015,2.7692,0.0792
Corey Brown 2016,3.8571,0.1301
Corey Brown 2017,3.3125,0.0963
Corey Clement 2018,0.9375,0.0253
Corey Clement 2019,2.2727,0.0608
Corey Coleman 2017,7.3,0.2268
Corey Coleman 2018,6.3333,0.1973
Corey Coleman 2019,1.0,0.0338
Corey Davis 2018,5.9091,0.1854
Corey Davis 2019,7.0,0.2623
Corey Fuller 2015,1.9375,0.0523
Corey Fuller 2016,0.75,0.0162
Corey Fuller 2017,,
Corey Grant 2016,0.5,0.0144
Corey Grant 2017,0.6364,0.0168
Corey Grant 2018,0.25,0.011
Corey Grant 2019,2.4,0.0594
Corey Washington 2015,0.875,0.0187
Cory Harkey 2014,1.2,0.0517
Cory Harkey 2015,0.6875,0.0245
Cory Harkey 2016,0.375,0.0126
Cory Harkey 2017,0.0,0.0
Courtland Sutton 2019,5.25,0.1588
Courtney Roby 2015,0.5,0.0178
Craig Stevens 2014,0.4,0.0142
Craig Stevens 2015,0.4,0.0121
Craig Stevens 2016,1.0,0.0284
Crockett Gillmore 2015,1.0,0.0311
Crockett Gillmore 2016,4.7,0.1142
Crockett Gillmore 2017,2.0,0.0439
Curtis Samuel 2018,2.8889,0.0947
Curtis Samuel 2019,5.0,0.1377
Cyrus Gray 2014,0.625,0.0213
Cyrus Gray 2015,0.0,0.0
D'Onta Foreman 2018,0.8,0.0242
D'Onta Foreman 2019,2.0,0.05
D.C. Jefferson 2014,0.0,0.0
D.J. Chark Jr 2019,2.9091,0.0863
D.J. Foster 2018,4.0,0.1149
D.J. Moore 2019,5.125,0.1504
D.J. Williams 2014,0.39285000000000003,0.014599999999999998
DaRel Scott 2014,3.8,0.1055
DaRick Rogers 2014,4.6,0.1199
DaeSean Hamilton 2019,3.2143,0.0799
Dallas Clark 2014,4.3333,0.1177
Dallas Goedert 2019,2.625,0.0751
Dalton Schultz 2019,1.5455,0.0418
Dalvin Cook 2018,4.0,0.1228
Dalvin Cook 2019,4.4545,0.1328
Damaris Johnson 2014,0.2308,0.0063
Damaris Johnson 2015,3.0625,0.1037
Damaris Johnson 2016,0.0,0.0
Damian Williams 2014,2.3,0.0763
Damian Williams 2015,0.5,0.01615
Damien Williams 2015,1.6875,0.0438
Damien Williams 2016,1.75,0.047
Damien Williams 2017,2.0667,0.0724
Damien Williams 2018,2.5455,0.0724
Damien Williams 2019,1.5,0.04
Damiere Byrd 2018,2.125,0.0788
Damiere Byrd 2019,0.25,0.008
Damion Ratley 2019,1.5385,0.0391
Dan Arnold 2019,1.9,0.072
Dan Herron 2014,0.25,0.005
Dan Herron 2015,1.625,0.0427
Dan Herron 2016,0.95835,0.02555
Dan Vitale 2017,0.625,0.0196
Dan Vitale 2018,0.3333,0.0099
Dan Vitale 2019,0.4,0.0075
Dane Sanzenbacher 2014,0.8,0.0222
Dane Sanzenbacher 2015,1.5,0.0489
Daniel Braverman 2017,0.6667,0.0182
Daniel Brown 2017,1.66665,0.05205
Daniel Brown 2018,1.4286,0.0456
Daniel Brown 2019,0.0,0.0
Daniel Fells 2015,1.25,0.0368
Daniel Fells 2016,3.5,0.1075
Daniel Lasco 2017,0.5714,0.0139
Daniel Lasco 2018,0.0,0.0
Daniel Thomas 2014,1.1333,0.0326
Daniel Thomas 2015,1.5833,0.0436
Danny Amendola 2014,6.9167,0.1765
Danny Amendola 2015,2.625,0.0709
Danny Amendola 2016,6.2143,0.1605
Danny Amendola 2017,2.4167,0.0725
Danny Amendola 2018,5.7333,0.1559
Danny Amendola 2019,5.2667,0.1865
Danny Noble 2014,,
Danny Woodhead 2014,5.4375,0.159
Danny Woodhead 2015,2.0,0.0569
Danny Woodhead 2016,6.6875,0.1683
Danny Woodhead 2017,4.0,0.1172
Danny Woodhead 2018,4.875,0.147
Dante Pettis 2019,3.75,0.1161
Dante Rosario 2014,0.2667,0.0066
Dante Rosario 2015,1.375,0.0384
Dare Ogunbowale 2019,0.0,0.0
Darius Jackson 2019,0.25,0.0058
Darius Jennings 2016,5.25,0.1387
Darius Jennings 2019,0.9375,0.0343
Darius Johnson 2014,4.3,0.107
Darius Powe 2018,4.0,0.087
Darius Reynaud 2014,0.14285,0.0035
Darrel Williams 2019,0.6,0.0159
Darrel Young 2014,0.6923,0.0206
Darrel Young 2015,0.875,0.0266
Darrel Young 2016,0.375,0.0126
Darrell Daniels 2018,1.0833,0.0372
Darrell Daniels 2019,0.30555,0.0104
Darren Fells 2015,1.2,0.0339
Darren Fells 2016,2.0,0.061
Darren Fells 2017,1.3077,0.0346
Darren Fells 2018,1.625,0.0464
Darren Fells 2019,0.75,0.0212
Darren McFadden 2014,2.5,0.0861
Darren McFadden 2015,3.5,0.0962
Darren McFadden 2016,3.3125,0.0998
Darren McFadden 2017,1.6667,0.0608
Darren McFadden 2018,0.0,0.0
Darren Sproles 2014,5.9333,0.1487
Darren Sproles 2015,4.1333,0.1059
Darren Sproles 2016,5.1875,0.1387
Darren Sproles 2017,4.7333,0.1257
Darren Sproles 2018,4.0,0.0998
Darren Sproles 2019,3.8333,0.1066
Darren Waller 2016,1.0,0.027
Darren Waller 2017,1.4167,0.0371
Darren Waller 2019,1.5,0.0505
Darrin Reaves 2015,1.3333,0.037
Darrius Heyward-Bey 2014,4.0,0.1149
Darrius Heyward-Bey 2015,0.3125,0.0075
Darrius Heyward-Bey 2016,2.4375,0.0795
Darrius Heyward-Bey 2017,1.9,0.0482
Darrius Heyward-Bey 2018,0.1875,0.0066
Darrius Heyward-Bey 2019,0.1429,0.0042
Darvin Kidsy 2019,2.0,0.0769
Daryl Richardson 2014,2.5714,0.0673
Daryl Richardson 2017,0.0,0.0
Davante Adams 2015,4.125,0.1183
Davante Adams 2016,7.2308,0.1895
Davante Adams 2017,7.5625,0.1958
Davante Adams 2018,8.4286,0.2522
Davante Adams 2019,11.2667,0.2925
David Ausberry 2015,0.6667,0.0159
David Cobb 2016,0.2857,0.0068
David Fluellen 2018,0.0625,0.0017
David Fluellen 2019,0.0,0.0
David Grinnage 2019,2.6667,0.0702
David Johnson 2014,1.2,0.0307
David Johnson 2015,0.0714,0.0021
David Johnson 2016,1.84375,0.0552
David Johnson 2017,4.14375,0.1077
David Johnson 2018,9.0,0.1915
David Johnson 2019,4.75,0.1563
David Moore 2018,0.0,0.0
David Moore 2019,3.25,0.1382
David Morgan 2017,0.0833,0.0017
David Morgan 2018,0.8,0.0253
David Morgan 2019,0.5455,0.013
David Nelson 2014,5.0,0.176
David Nelson 2015,2.6667,0.0786
David Njoku 2018,3.75,0.1065
David Njoku 2019,5.5625,0.1548
David Paulson 2014,0.625,0.0181
David Reed 2014,0.4286,0.0106
David Williams 2019,0.0,0.0
David Wilson 2014,1.2,0.0295
Davone Bess 2014,6.1429,0.1467
De'Angelo Henderson 2018,0.4,0.0119
De'Angelo Henderson 2019,0.0,0.0
De'Anthony Thomas 2015,2.5833,0.0837
De'Anthony Thomas 2016,2.4,0.079
De'Anthony Thomas 2017,0.75,0.0283
De'Anthony Thomas 2018,1.0,0.0309
De'Anthony Thomas 2019,1.0,0.0307
De'Lance Turner 2019,1.0,0.0213
DeAndre Carter 2019,1.7856999999999998,0.055
DeAndre Hopkins 2014,5.6875,0.1494
DeAndre Hopkins 2015,7.9375,0.2713
DeAndre Hopkins 2016,12.0,0.3205
DeAndre Hopkins 2017,9.4375,0.262
DeAndre Hopkins 2018,11.6,0.3575
DeAndre Hopkins 2019,10.1875,0.3365
DeAndre Smelter 2017,0.5,0.0228
DeAndre Washington 2017,1.6429,0.0472
DeAndre Washington 2018,3.0,0.0853
DeAndre Washington 2019,0.1,0.003
DeAndrew White 2016,0.5,0.0109
DeAndrew White 2018,3.5,0.0984
DeAngelo Williams 2014,2.4,0.0855
DeAngelo Williams 2015,1.0,0.0292
DeAngelo Williams 2016,2.9375,0.0742
DeAngelo Williams 2017,3.0,0.0789
DeMarco Murray 2014,4.7143,0.1273
DeMarco Murray 2015,4.0,0.1341
DeMarco Murray 2016,3.6667,0.0876
DeMarco Murray 2017,4.1875,0.1349
DeMarco Murray 2018,3.1333,0.1032
DeMarcus Ayers 2017,6.5,0.1881
DeSean Jackson 2014,7.875,0.2519
DeSean Jackson 2015,6.3333,0.1933
DeSean Jackson 2016,5.4444,0.1731
DeSean Jackson 2017,6.6667,0.1826
DeSean Jackson 2018,6.4286,0.1714
DeSean Jackson 2019,6.25,0.156
DeVante Parker 2016,3.3333,0.0892
DeVante Parker 2017,5.8667,0.1969
DeVante Parker 2018,7.3846,0.1977
DeVante Parker 2019,4.2727,0.1578
DeVeon Smith 2018,3.0,0.0698
DeVier Posey 2014,1.9231,0.0516
DeVier Posey 2015,1.0,0.04
Deante Burton 2019,0.0,0.0
Dede Westbrook 2018,7.2857,0.2221
Dede Westbrook 2019,6.3125,0.2078
Deji Karim 2014,0.2857,0.0082
Delanie Walker 2014,5.7333,0.1715
Delanie Walker 2015,7.0667,0.2212
Delanie Walker 2016,8.8667,0.2665
Delanie Walker 2017,6.8,0.2325
Delanie Walker 2018,6.9375,0.2325
Delanie Walker 2019,7.0,0.1842
Demarcus Dobbs 2015,0.0,0.0
Demarcus Dobbs 2016,0.0,0.0
Demarcus Robinson 2017,0.0,0.0
Demarcus Robinson 2018,2.4375,0.0731
Demarcus Robinson 2019,2.0625,0.0568
Demaryius Thomas 2014,8.875,0.2141
Demaryius Thomas 2015,11.5,0.3199
Demaryius Thomas 2016,11.0625,0.2946
Demaryius Thomas 2017,9.0,0.2631
Demaryius Thomas 2018,8.75,0.2596
Demaryius Thomas 2019,5.85715,0.1886
Demetrius Harris 2015,0.625,0.0201
Demetrius Harris 2016,0.6875,0.026
Demetrius Harris 2017,1.9375,0.0578
Demetrius Harris 2018,2.1875,0.0626
Demetrius Harris 2019,1.6667,0.0429
Denard Robinson 2014,0.0625,0.002
Denard Robinson 2015,2.3846,0.0704
Denard Robinson 2016,2.3077,0.0611
Denard Robinson 2017,0.3846,0.0091
Denarius Moore 2014,6.6154,0.2206
Denarius Moore 2015,2.7,0.0783
Denarius Moore 2016,0.0,0.0
Dennis Johnson 2014,1.5,0.0432
Dennis Pitta 2014,8.25,0.1814
Dennis Pitta 2015,7.3333,0.1599
Dennis Pitta 2017,7.5625,0.1766
Deontay Burnett 2019,3.0,0.1011
Deonte Thompson 2014,2.8571,0.0773
Deonte Thompson 2015,0.0,0.0
Deonte Thompson 2016,0.4286,0.017
Deonte Thompson 2017,2.25,0.065
Deonte Thompson 2018,4.07275,0.1222
Deonte Thompson 2019,2.25,0.0857
Derek Carrier 2015,1.4,0.0415
Derek Carrier 2016,1.8333,0.0517
Derek Carrier 2017,0.25,0.006
Derek Carrier 2018,0.7857,0.028
Derek Carrier 2019,0.75,0.024
Derek Hagan 2015,2.125,0.0656
Derek Watt 2017,0.2667,0.0071
Derek Watt 2018,0.1875,0.0051
Derek Watt 2019,0.0625,0.0022
Derrick Coleman 2014,0.6667,0.0237
Derrick Coleman 2015,0.4,0.0142
Derrick Coleman 2016,0.0714,0.0025
Derrick Coleman 2018,0.4375,0.0125
Derrick Coleman 2019,0.1875,0.0087
Derrick Henry 2017,1.0,0.0366
Derrick Henry 2018,1.0625,0.0348
Derrick Henry 2019,1.125,0.043
Derrick Willies 2019,1.0,0.0238
Detrez Newsome 2019,0.2,0.0053
Devante Mays 2018,0.375,0.0125
Devin Fuller 2017,,
Devin Funchess 2016,3.9375,0.1279
Devin Funchess 2017,3.8667,0.1133
Devin Funchess 2018,7.0,0.2306
Devin Funchess 2019,5.6429,0.1694
Devin Hester 2014,0.0,0.0
Devin Hester 2015,3.6875,0.0918
Devin Hester 2016,0.0,0.0
Devin Hester 2017,0.0,0.0
Devin Smith 2016,2.8,0.0712
Devin Smith 2017,0.75,0.0312
Devin Street 2015,0.4375,0.0134
Devin Street 2016,0.9286,0.0277
Devin Street 2017,1.5,0.0406
Devon Johnson 2014,0.0,0.0
Devon Johnson 2017,,
Devon Wylie 2014,0.0,0.0
Devonta Freeman 2015,2.375,0.0596
Devonta Freeman 2016,6.4667,0.1669
Devonta Freeman 2017,4.0625,0.1254
Devonta Freeman 2018,3.3571,0.0985
Devonta Freeman 2019,3.5,0.0869
Devontae Booker 2017,2.875,0.0814
Devontae Booker 2018,2.9231,0.0801
Devontae Booker 2019,3.1875,0.088
Dexter McCluster 2014,5.5333,0.1646
Dexter McCluster 2015,2.5,0.079
Dexter McCluster 2016,3.4167,0.1028
Dexter McCluster 2017,1.8333,0.0479
Dez Bryant 2014,9.9375,0.2689
Dez Bryant 2015,8.5,0.2956
Dez Bryant 2016,8.0,0.2585
Dez Bryant 2017,7.3846,0.2475
Dez Bryant 2018,8.25,0.2684
Dezmin Lewis 2016,0.0,0.0
Dezmin Lewis 2017,1.0,0.0286
Dion Lewis 2016,7.1429,0.195
Dion Lewis 2017,3.4286,0.0853
Dion Lewis 2018,2.1875,0.0611
Dion Lewis 2019,4.1875,0.1548
Dion Sims 2014,0.6667,0.0178
Dion Sims 2015,2.5714,0.0724
Dion Sims 2016,1.9231,0.0605
Dion Sims 2017,2.5,0.092
Dion Sims 2018,2.0714,0.0806
Dion Sims 2019,0.5,0.0137
Domenik Hixon 2014,0.6,0.0236
Dominique Jones 2014,0.25,0.006
Dominique Jones 2015,,
Dominique Jones 2017,1.1111,0.0423
Don Jackson 2017,0.3333,0.006
Donald Brown 2014,2.1875,0.0578
Donald Brown 2015,3.1538,0.0942
Donald Brown 2016,1.3,0.0343
Donnie Avery 2014,4.4375,0.1313
Donnie Avery 2015,4.3333,0.138
Donte Moncrief 2015,3.0625,0.08
Donte Moncrief 2016,6.5625,0.1709
Donte Moncrief 2017,6.2222,0.1785
Donte Moncrief 2018,3.9167,0.1268
Donte Moncrief 2019,5.625,0.1617
Donteea Dye 2016,3.2222,0.087
Donteea Dye 2017,0.0,0.0
Dontrell Hilliard 2019,0.9091,0.0288
Dontrelle Inman 2015,2.8333,0.067
Dontrelle Inman 2016,4.5,0.1127
Dontrelle Inman 2017,6.0625,0.1701
Dontrelle Inman 2018,3.0,0.09455
Dontrelle Inman 2019,4.3333,0.1232
Dorial Green-Beckham 2016,4.1875,0.1228
Dorial Green-Beckham 2017,4.9333,0.1316
Dorin Dickerson 2014,1.0,0.0289
Doug Baldwin 2014,4.5625,0.1701
Doug Baldwin 2015,6.125,0.2274
Doug Baldwin 2016,6.4375,0.2171
Doug Baldwin 2017,7.8125,0.2283
Doug Baldwin 2018,7.25,0.2153
Doug Baldwin 2019,5.6154,0.2289
Doug Martin 2014,4.0,0.1105
Doug Martin 2015,1.8182,0.0523
Doug Martin 2016,2.75,0.0853
Doug Martin 2017,2.0,0.0638
Doug Martin 2018,1.6364,0.0421
Doug Martin 2019,1.5,0.0489
Drew Davis 2014,1.0625,0.0254
Drew Davis 2015,0.0,0.0
Dri Archer 2015,0.8333,0.0226
Dri Archer 2016,0.0,0.0
DuJuan Harris 2015,0.1333,0.0033
DuJuan Harris 2016,3.5,0.0833
DuJuan Harris 2017,1.0,0.027
Duke Johnson Jr 2016,4.625,0.1172
Duke Johnson Jr 2017,4.625,0.134
Duke Johnson Jr 2018,5.8125,0.1645
Duke Johnson Jr 2019,3.875,0.1094
Durham Smythe 2019,0.7333,0.0278
Dwayne Allen 2014,2.0,0.087
Dwayne Allen 2015,3.8462,0.0888
Dwayne Allen 2016,2.2308,0.0563
Dwayne Allen 2017,3.7143,0.1051
Dwayne Allen 2018,1.375,0.0388
Dwayne Allen 2019,0.3077,0.0086
Dwayne Bowe 2014,6.8667,0.2066
Dwayne Bowe 2015,6.3333,0.2188
Dwayne Bowe 2016,1.8571,0.0602
Dwayne Harris 2014,1.0769,0.0299
Dwayne Harris 2015,0.75,0.0237
Dwayne Harris 2016,3.8,0.0967
Dwayne Harris 2017,0.0625,0.0023
Dwayne Harris 2018,0.0,0.0
Dwayne Harris 2019,0.4,0.0126
Dwayne Washington 2017,1.25,0.0333
Dwayne Washington 2018,0.4,0.0125
Dwayne Washington 2019,0.0,0.0
E.J. Bibbs 2016,0.2857,0.0069
Earl Bennett 2014,2.8667,0.0786
Ed Dickson 2014,2.6875,0.0702
Ed Dickson 2015,1.0625,0.0343
Ed Dickson 2016,1.625,0.055
Ed Dickson 2017,1.1875,0.0322
Ed Dickson 2018,3.0,0.0917
Ed Dickson 2019,1.3,0.0544
Eddie Lacy 2014,2.9333,0.0923
Eddie Lacy 2015,3.4375,0.1068
Eddie Lacy 2016,1.8667,0.0582
Eddie Lacy 2017,1.4,0.0436
Eddie Lacy 2018,0.6667,0.0188
Eddie Royal 2014,4.4667,0.1383
Eddie Royal 2015,5.6875,0.1574
Eddie Royal 2016,5.5556,0.1686
Eddie Royal 2017,4.7778,0.135
Edwin Baker 2014,3.0,0.0781
Edwin Baker 2015,0.0,0.0
Eli Rogers 2017,5.0769,0.1392
Eli Rogers 2018,2.5714,0.0701
Eli Rogers 2019,4.6667,0.1139
Elijah Hood 2018,0.0,0.0
Elijah McGuire 2018,1.625,0.0499
Elijah McGuire 2019,3.875,0.1199
Elijhaa Penny 2018,0.375,0.011
Elijhaa Penny 2019,0.75,0.0274
Emanuel Byrd 2018,2.0,0.0667
Emmanuel Sanders 2014,7.0,0.1934
Emmanuel Sanders 2015,8.8125,0.2365
Emmanuel Sanders 2016,9.1333,0.2403
Emmanuel Sanders 2017,8.5625,0.2531
Emmanuel Sanders 2018,7.6667,0.2307
Emmanuel Sanders 2019,8.25,0.2563
Equanimeous St. Brown 2019,3.2727,0.0917
Eric Decker 2014,8.5,0.2
Eric Decker 2015,7.6,0.2653
Eric Decker 2016,8.8,0.2428
Eric Decker 2017,7.0,0.1906
Eric Decker 2018,5.1875,0.1772
Eric Ebron 2015,3.6923,0.1022
Eric Ebron 2016,5.0,0.1376
Eric Ebron 2017,6.5385,0.1689
Eric Ebron 2018,5.375,0.1579
Eric Ebron 2019,6.875,0.1687
Eric Page 2014,0.5625,0.0139
Eric Rogers 2017,,
Eric Saubert 2018,0.0,0.0
Eric Saubert 2019,0.5625,0.0131
Eric Tomlinson 2018,0.7857,0.0264
Eric Tomlinson 2019,0.9333,0.0307
Eric Weems 2014,0.125,0.0035
Eric Weems 2015,0.7333,0.0219
Eric Weems 2016,0.0625,0.0014
Eric Weems 2017,0.0,0.0
Eric Weems 2018,0.125,0.0039
Erik Lorig 2014,0.9333,0.034
Erik Lorig 2015,1.0,0.0262
Erik Swoope 2016,0.0,0.0
Erik Swoope 2017,1.375,0.0413
Erik Swoope 2019,1.4286,0.033
Evan Engram 2018,7.6667,0.2111
Evan Engram 2019,5.8182,0.1616
Evan Rodriguez 2014,0.1429,0.0051
Evan Rodriguez 2015,0.0,0.0
Evan Royster 2014,0.1,0.0024
Evan Spencer 2016,0.0,0.0
Ezekiel Elliott 2017,2.6667,0.0957
Ezekiel Elliott 2018,3.8,0.1232
Ezekiel Elliott 2019,6.3333,0.1982
Felix Jones 2014,0.8125,0.0217
Fitzgerald Toussaint 2015,3.0,0.066
Fitzgerald Toussaint 2016,0.0,0.0
Fitzgerald Toussaint 2017,0.1875,0.0053
Fitzgerald Toussaint 2018,0.5,0.0192
Fozzy Whittaker 2014,1.63635,0.0386
Fozzy Whittaker 2015,0.6,0.0158
Fozzy Whittaker 2016,1.0,0.0334
Fozzy Whittaker 2017,2.0625,0.0557
Fozzy Whittaker 2018,0.5,0.0178
Frank Gore 2014,1.625,0.0647
Frank Gore 2015,1.1875,0.0388
Frank Gore 2016,3.625,0.0949
Frank Gore 2017,2.9375,0.0826
Frank Gore 2018,2.375,0.0817
Frank Gore 2019,1.1429,0.0421
Frank Summers 2014,0.5333,0.0179
Frank Summers 2015,0.8,0.0202
Frankie Hammond 2015,0.6875,0.022
Frankie Hammond 2016,0.0,0.0
Fred Davis 2014,1.8,0.047
Fred Jackson 2014,4.0625,0.1235
Fred Jackson 2015,6.4286,0.1684
Fred Jackson 2016,2.5625,0.088
Freddie Martino 2017,1.1111,0.0351
Freddie Martino 2018,0.75,0.0227
Freddie Martino 2019,0.25,0.0089
Gabe Holmes 2017,,
Gabe Holmes 2018,0.5,0.0125
Gabe Holmes 2019,0.0,0.0
Garrett Celek 2014,0.3333,0.0117
Garrett Celek 2015,0.6667,0.0286
Garrett Celek 2016,2.5455,0.0915
Garrett Celek 2017,3.1875,0.1005
Garrett Celek 2018,2.0625,0.0592
Garrett Celek 2019,0.5333,0.0186
Garrett Graham 2014,6.8462,0.1798
Garrett Graham 2015,2.5455,0.0769
Garrett Graham 2016,2.375,0.047
Garrett Graham 2017,,
Garrett Griffin 2018,1.0,0.0333
Gary Barnidge 2014,1.125,0.0286
Gary Barnidge 2015,1.9231,0.0555
Gary Barnidge 2016,7.8125,0.2024
Gary Barnidge 2017,5.0625,0.1468
Gator Hoskins 2015,0.4,0.0112
Gavin Escobar 2014,0.9375,0.0266
Gavin Escobar 2015,0.8125,0.0301
Gavin Escobar 2016,0.9286,0.028
Gavin Escobar 2017,0.4375,0.0141
Gavin Escobar 2018,0.0,0.0
Gehrig Dieter 2019,0.75,0.0253
Geoff Swaim 2016,0.25,0.0074
Geoff Swaim 2017,0.8889,0.0303
Geoff Swaim 2018,0.1333,0.0055
Geoff Swaim 2019,3.5556,0.1158
George Farmer 2017,1.5,0.0434
George Kittle 2018,4.2,0.1084
George Kittle 2019,8.4375,0.2689
George Winn 2015,0.25,0.0073
George Winn 2016,0.0,0.0
Gerald Christian 2017,0.6667,0.019
Gerald Everett 2018,2.0,0.0661
Gerald Everett 2019,3.1875,0.0936
Geremy Davis 2016,0.3,0.0073
Geremy Davis 2017,0.6667,0.0166
Geremy Davis 2018,0.0,0.0
Geremy Davis 2019,0.0714,0.0023
Geronimo Allison 2017,2.2,0.0555
Geronimo Allison 2018,2.6,0.0679
Geronimo Allison 2019,6.0,0.1535
Giovani Bernard 2014,4.4375,0.124
Giovani Bernard 2015,4.5385,0.1447
Giovani Bernard 2016,4.125,0.1269
Giovani Bernard 2017,5.1,0.1439
Giovani Bernard 2018,3.75,0.1154
Giovani Bernard 2019,4.0,0.1212
Glenn Gronkowski 2017,0.0,0.0
Glenn Winston 2015,0.0,0.0
Glenn Winston 2016,0.0,0.0
Glenn Winston 2017,,
Golden Tate 2014,6.1875,0.2424
Golden Tate 2015,8.9375,0.2421
Golden Tate 2016,8.0625,0.2084
Golden Tate 2017,8.4375,0.2372
Golden Tate 2018,7.5,0.2158
Golden Tate 2019,7.67855,0.21775
Greg Jennings 2014,7.0667,0.2192
Greg Jennings 2015,5.6875,0.1854
Greg Jennings 2016,2.25,0.059
Greg Jones 2014,0.6875,0.0173
Greg Little 2014,6.1875,0.1501
Greg Little 2015,2.0,0.0629
Greg Olsen 2014,6.9375,0.2463
Greg Olsen 2015,7.6875,0.2249
Greg Olsen 2016,7.75,0.2469
Greg Olsen 2017,8.0625,0.2353
Greg Olsen 2018,5.4286,0.1882
Greg Olsen 2019,4.2222,0.1395
Greg Salas 2014,1.625,0.066
Greg Salas 2015,2.3,0.0713
Greg Salas 2016,2.5,0.0893
Greg Salas 2017,3.0,0.1061
Griff Whalen 2014,4.4444,0.1139
Griff Whalen 2015,0.3,0.0067
Griff Whalen 2016,1.8571,0.0504
Griff Whalen 2017,0.5,0.0129
Griff Whalen 2018,3.0,0.0769
Gus Edwards 2019,0.1818,0.0062
Hakeem Nicks 2014,6.7333,0.1894
Hakeem Nicks 2015,4.3125,0.1037
Hakeem Nicks 2016,2.3333,0.0585
Hakeem Valles 2018,0.0,0.0
Hakeem Valles 2019,1.0,0.0243
Harry Douglas 2014,8.25,0.2039
